,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,0.50 k,0,12,0.8580223679912524
1,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",3,explain 0.8,0,12,0.8660930001024918
2,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,explain 0.85,0,12,0.8580223679912524
3,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,explain 0.9,0,12,0.8580223679912524
4,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",5,explain 0.95,0,12,0.8533499613224439
5,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",4,0.50 k,1,12,0.8677922467536441
6,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",6,0.75 k,1,12,0.8620048945047983
7,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",8,1.00 k,1,12,0.8579163941662374
8,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",10,1.25 k,1,12,0.8627481210687158
9,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",12,1.50 k,1,12,0.8590843619035026
10,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",14,1.75 k,1,12,0.8607300365797903
11,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",16,2.00 k,1,12,0.8597742843524298
12,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=8, sample=500))",9,explain 0.8,1,12,0.8635976739048512
