,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,0.50 k,0,12,0.8541995564522438
1,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",2,explain 0.8,0,12,0.8630134433231766
2,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",3,explain 0.85,0,12,0.8660930001024918
3,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",3,explain 0.9,0,12,0.8660930001024918
4,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",3,explain 0.95,0,12,0.8660930001024918
5,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,0.50 k,1,12,0.7756714154462948
6,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,0.75 k,1,12,0.7756183368975144
7,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,1.00 k,1,12,0.779972370958858
8,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",10,1.25 k,1,12,0.7746094074361567
9,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",12,1.50 k,1,12,0.7749810136691713
10,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",14,1.75 k,1,12,0.7707332917821577
11,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",16,2.00 k,1,12,0.7822021775316037
12,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",5,explain 0.8,1,12,0.7756183227996264
13,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",5,explain 0.85,1,12,0.7756183227996264
14,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",7,explain 0.9,1,12,0.7803440335834251
15,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",9,explain 0.95,1,12,0.7725915626113293
16,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,0.50 k,2,12,0.76409680963382
17,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,0.75 k,2,12,0.7615486868451619
18,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,1.00 k,2,12,0.7921841590207945
19,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",10,1.25 k,2,12,0.7877242498196527
20,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",12,1.50 k,2,12,0.7896356273933808
21,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",14,1.75 k,2,12,0.7903260150726161
22,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",16,2.00 k,2,12,0.7879900936959743
