,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",7,0.47 k,0,12,0.8177909207100825
1,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",3,explain 0.8,0,12,0.8199410430697857
2,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",3,explain 0.85,0,12,0.8199410430697857
3,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",3,explain 0.9,0,12,0.8199410430697857
4,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",5,explain 0.95,0,12,0.8123553262026316
5,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",7,0.47 k,1,12,0.7816434415236811
6,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",9,0.60 k,1,12,0.7785719432426019
7,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",11,0.73 k,1,12,0.7671161881491223
8,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",13,0.87 k,1,12,0.7668091948780572
9,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",15,1.00 k,1,12,0.7774662921369508
10,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",17,1.13 k,1,12,0.7685599694581731
11,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",19,1.27 k,1,12,0.7687743771576108
12,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",21,1.40 k,1,12,0.7781724492802337
13,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",23,1.53 k,1,12,0.7856662454716348
14,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",25,1.67 k,1,12,0.7755313178217371
15,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",27,1.80 k,1,12,0.7768519896513909
16,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",29,1.93 k,1,12,0.78523628418838
17,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,explain 0.8,1,12,0.7840697267343975
18,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,explain 0.85,1,12,0.7790019281037245
19,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",10,explain 0.9,1,12,0.7675771543286514
20,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",15,explain 0.95,1,12,0.7774662921369508
21,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",7,0.47 k,2,12,0.8181900892978737
22,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",9,0.60 k,2,12,0.8196334792143174
23,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",11,0.73 k,2,12,0.8044924373517187
24,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",13,0.87 k,2,12,0.8035095562041669
25,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",15,1.00 k,2,12,0.8025576280815802
26,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",17,1.13 k,2,12,0.8067344049379978
27,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",19,1.27 k,2,12,0.8085158260307962
28,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",21,1.40 k,2,12,0.8067651693400197
29,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",23,1.53 k,2,12,0.8077478901580697
30,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",25,1.67 k,2,12,0.8050458476356679
31,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",27,1.80 k,2,12,0.8050152388475743
32,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",29,1.93 k,2,12,0.8048616196071287
33,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",4,explain 0.8,2,12,0.8183743456198546
34,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",6,explain 0.85,2,12,0.8167466192166792
35,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",8,explain 0.9,2,12,0.8204320050128434
36,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",13,explain 0.95,2,12,0.8035095562041669
37,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=500))",7,0.47 k,3,12,0.8109734367967899
