,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",7,0.47 k,0,12,0.7920557957983108
1,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",4,explain 0.8,0,12,0.7968774179103522
2,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",4,explain 0.85,0,12,0.7968774179103522
3,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",5,explain 0.9,0,12,0.7970924056253399
4,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",5,explain 0.95,0,12,0.7970924056253399
5,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",7,0.47 k,1,12,0.8239025492768007
6,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",9,0.60 k,1,12,0.8203093152194949
7,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",11,0.73 k,1,12,0.820493580972623
8,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",13,0.87 k,1,12,0.8145971381749824
9,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",15,1.00 k,1,12,0.8182823212014829
10,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",17,1.13 k,1,12,0.8154570607414918
11,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",19,1.27 k,1,12,0.8153340361424194
12,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",21,1.40 k,1,12,0.815763964416659
13,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",4,explain 0.8,1,12,0.8220598398742112
14,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",5,explain 0.85,1,12,0.8241481976511917
15,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=8, max_depth=4, sample=1000))",6,explain 0.9,1,12,0.8235954098229546
