,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,0,12,0.9294734372785195
1,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",2,explain 0.8,0,12,0.9374660972007801
2,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",2,explain 0.85,0,12,0.9374660972007801
3,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",3,explain 0.9,0,12,0.918246306525233
4,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",3,explain 0.95,0,12,0.918246306525233
5,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,1,12,0.9439363521788138
6,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",7,0.64 k,1,12,0.9306104971987876
7,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,0.82 k,1,12,0.9202417316569382
8,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",11,1.00 k,1,12,0.9211932970163726
9,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",13,1.18 k,1,12,0.9186237263665393
10,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,1.36 k,1,12,0.9319445545164257
11,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",17,1.55 k,1,12,0.9299450988632572
12,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",19,1.73 k,1,12,0.9292784777852601
13,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",21,1.91 k,1,12,0.9225206066070661
14,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,explain 0.8,1,12,0.9202417316569382
15,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",10,explain 0.85,1,12,0.9213833655397661
16,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",13,explain 0.9,1,12,0.9186237263665393
17,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",17,explain 0.95,1,12,0.9299450988632572
18,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,2,12,0.9460307288767842
19,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",7,0.64 k,2,12,0.9415582086551145
20,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,0.82 k,2,12,0.9427002048320064
21,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",11,1.00 k,2,12,0.9447934493610266
22,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",13,1.18 k,2,12,0.9336579337192067
23,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,1.36 k,2,12,0.9368935820059408
24,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",17,1.55 k,2,12,0.9371793867357802
25,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",19,1.73 k,2,12,0.9365128109445413
26,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",21,1.91 k,2,12,0.9178557535241023
27,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",20,explain 0.8,2,12,0.9196640537716849
28,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",24,explain 0.85,2,12,0.9207111741905332
29,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",30,explain 0.9,2,12,0.9199499037882827
30,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",38,explain 0.95,2,12,0.924422061715888
31,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,3,12,0.9343232414812211
