,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,0,12,0.917576424800659
1,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",7,0.64 k,0,12,0.9192908455988743
2,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,0.82 k,0,12,0.92500114349064
3,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",3,explain 0.8,0,12,0.9188159233675595
4,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",3,explain 0.85,0,12,0.9188159233675595
5,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",4,explain 0.9,0,12,0.9151985529975079
6,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,explain 0.95,0,12,0.917576424800659
7,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,1,12,0.9227115808656201
8,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",7,0.64 k,1,12,0.9210938020090111
9,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,0.82 k,1,12,0.9226167051075764
10,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",11,1.00 k,1,12,0.9242351632655555
11,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",13,1.18 k,1,12,0.9218554347053258
12,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,1.36 k,1,12,0.9140509865493801
13,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",17,1.55 k,1,12,0.9149072685699483
14,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",19,1.73 k,1,12,0.9052911689463267
15,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",21,1.91 k,1,12,0.9034835932868722
16,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",4,explain 0.8,1,12,0.9249003804540541
17,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,explain 0.85,1,12,0.9227115808656201
18,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",8,explain 0.9,1,12,0.9206179287557779
19,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",14,explain 0.95,1,12,0.9163346618958578
20,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,2,12,0.9402249212123627
21,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",7,0.64 k,2,12,0.935751902836355
22,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,0.82 k,2,12,0.9171985973785308
23,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",11,1.00 k,2,12,0.9200478590458714
24,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",13,1.18 k,2,12,0.931185593738834
25,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,1.36 k,2,12,0.9231936584047016
26,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",17,1.55 k,2,12,0.9250012340641558
27,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",19,1.73 k,2,12,0.9246210517306107
28,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",21,1.91 k,2,12,0.9233840892221593
29,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,explain 0.8,2,12,0.9231936584047016
30,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",20,explain 0.85,2,12,0.9239546570864039
31,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",26,explain 0.9,2,12,0.9250964268295057
32,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",34,explain 0.95,2,12,0.9197663112712853
33,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",5,0.45 k,3,12,0.9371775299787016
34,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",7,0.64 k,3,12,0.9343232414812211
35,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",9,0.82 k,3,12,0.938605059164885
36,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",11,1.00 k,3,12,0.9393672353022959
37,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",13,1.18 k,3,12,0.9372729944645997
38,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",15,1.36 k,3,12,0.9380348083079465
39,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",17,1.55 k,3,12,0.9408902289743771
40,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=1000))",19,1.73 k,3,12,0.9391770309186283
