,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",2,explain 0.8,0,12,0.7901575544535812
1,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",2,explain 0.85,0,12,0.7901575544535812
2,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",2,explain 0.9,0,12,0.7901575544535812
3,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",3,explain 0.95,0,12,0.8103634423451134
4,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",4,0.44 k,1,12,0.8137342288619672
5,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",6,0.67 k,1,12,0.8137153976523758
6,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",8,0.89 k,1,12,0.8103571652752496
7,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",9,1.00 k,1,12,0.806973824618668
8,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",10,1.11 k,1,12,0.8069738246186681
9,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",12,1.33 k,1,12,0.80585022911305
10,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",14,1.56 k,1,12,0.8137216747222397
11,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",16,1.78 k,1,12,0.8159625886636117
12,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",18,2.00 k,1,12,0.6667126985123344
13,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",5,explain 0.8,1,12,0.8137342288619672
14,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",6,explain 0.85,1,12,0.8137153976523758
15,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",8,explain 0.9,1,12,0.8103571652752496
16,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",12,explain 0.95,1,12,0.80585022911305
17,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",4,0.44 k,2,12,0.7643274119640953
18,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",6,0.67 k,2,12,0.7520055238214801
19,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",8,0.89 k,2,12,0.7486661226539452
20,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",9,1.00 k,2,12,0.7283911869939113
21,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",10,1.11 k,2,12,0.7284414035528216
22,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",12,1.33 k,2,12,0.6656895361245371
23,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",14,1.56 k,2,12,0.6555457912246563
24,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",16,1.78 k,2,12,0.6611323834034273
25,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",18,2.00 k,2,12,0.6611449375431548
26,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",20,explain 0.8,2,12,0.6622434247693176
27,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",22,explain 0.85,2,12,0.6700897620990522
28,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",25,explain 0.9,2,12,0.6622559789090452
29,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",31,explain 0.95,2,12,0.660077835666311
30,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",4,0.44 k,3,12,0.7778231121712385
31,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",6,0.67 k,3,12,0.7441466323520181
32,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",8,0.89 k,3,12,0.7407758458351641
33,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",9,1.00 k,3,12,0.7306885945640575
34,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",10,1.11 k,3,12,0.7329734479944762
35,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",12,1.33 k,3,12,0.7150461364634989
36,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",14,1.56 k,3,12,0.7318184671395392
37,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",16,1.78 k,3,12,0.7105203690917079
38,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",18,2.00 k,3,12,0.7262255978909046
39,"CHCGASelector(iterations=50, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=500))",12,explain 0.8,3,12,0.7150461364634989
