,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",5,explain 0.8,0,12,0.7799215876830763
1,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",6,explain 0.85,0,12,0.7688463771856249
2,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",8,explain 0.9,0,12,0.7599000338731532
3,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",10,explain 0.95,0,12,0.7509574206400412
4,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",33,1.74 k,1,12,0.7313655316472031
5,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",35,1.84 k,1,12,0.7315053592167237
6,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",37,1.95 k,1,12,0.7384660905542294
7,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",9,0.47 k,1,12,0.7506755476159752
8,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",11,0.58 k,1,12,0.7542249701593652
9,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",13,0.68 k,1,12,0.7421580626169432
10,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",15,0.79 k,1,12,0.7432920067423705
11,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",17,0.89 k,1,12,0.735340586489451
12,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",19,1.00 k,1,12,0.7414464239628363
13,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",21,1.11 k,1,12,0.7384653848635395
14,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",23,1.21 k,1,12,0.7347737152396929
15,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",25,1.32 k,1,12,0.7371869757726305
16,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",27,1.42 k,1,12,0.7340643952835667
17,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",29,1.53 k,1,12,0.7353402840505839
18,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",31,1.63 k,1,12,0.728666768823795
19,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",19,explain 0.8,1,12,0.7414464239628363
20,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",23,explain 0.85,1,12,0.7347737152396929
21,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",30,explain 0.9,1,12,0.7325010887799214
22,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",40,explain 0.95,1,12,0.7327884057035938
23,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",33,1.74 k,2,12,0.7415903848635396
24,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=8, sample=1000))",35,1.84 k,2,12,0.7415887718562487
