,run,k,k_method,i,max depth,accuracy
0,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",2,explain 0.8,0,12,0.607841530714413
1,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",2,explain 0.85,0,12,0.607841530714413
2,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",2,explain 0.9,0,12,0.607841530714413
3,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",2,explain 0.95,0,12,0.607841530714413
4,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",3,0.43 k,1,12,0.6097870084274823
5,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.71 k,1,12,0.6097870084274823
6,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,1.00 k,1,12,0.6174192816849505
7,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,1.29 k,1,12,0.6221707425220573
8,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,1.57 k,1,12,0.5490293574276528
9,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,1.86 k,1,12,0.5603275452792136
10,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,explain 0.8,1,12,0.5490293574276528
11,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",14,explain 0.85,1,12,0.5615996223188822
12,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",18,explain 0.9,1,12,0.5561739488919616
13,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",23,explain 0.95,1,12,0.5718506269779526
14,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",3,0.43 k,2,12,0.5948967763768719
15,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.71 k,2,12,0.5959444075232454
16,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,1.00 k,2,12,0.6004714574634541
17,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,1.29 k,2,12,0.5983387280279494
18,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,1.57 k,2,12,0.5970292678368762
19,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,1.86 k,2,12,0.602342308859303
20,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",8,explain 0.8,2,12,0.5969170413905889
21,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,explain 0.85,2,12,0.5983387280279494
22,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,explain 0.9,2,12,0.5970292678368762
23,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,explain 0.95,2,12,0.6089265590107499
24,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",3,0.43 k,3,12,0.5948967763768719
25,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",5,0.71 k,3,12,0.611844628595486
26,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",7,1.00 k,3,12,0.6207112527765266
27,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",9,1.29 k,3,12,0.6119193808997364
28,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",11,1.57 k,3,12,0.6078788368737438
29,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,1.86 k,3,12,0.6088141995781534
30,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",10,explain 0.8,3,12,0.6069060560215325
31,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",13,explain 0.85,3,12,0.6088141995781534
32,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",17,explain 0.9,3,12,0.622394964438411
33,"CHCGASelector(iterations=100, population=40, evaluator=FeatureEvaluator(folds=4, max_depth=4, sample=500))",32,explain 0.95,3,12,0.5658646332360083
